epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,20672.7,0.46767,0.28056,0.85201,0.81361,0.41132,0.48337,0.3876,0.90697,2.09391,1.08155,0.000892,0.000892,0.000892
186,20784.2,0.45923,0.27936,0.8516,0.81266,0.41232,0.48352,0.38765,0.90763,2.09838,1.08221,0.0008425,0.0008425,0.0008425
187,20895.9,0.4675,0.28466,0.85108,0.81573,0.41137,0.48332,0.3878,0.90695,2.10006,1.08211,0.000793,0.000793,0.000793
188,21007.5,0.46444,0.28166,0.85212,0.81498,0.41145,0.48299,0.38747,0.90515,2.09997,1.08148,0.0007435,0.0007435,0.0007435
189,21118.9,0.45957,0.27852,0.85052,0.75636,0.42409,0.48279,0.38732,0.90473,2.10032,1.08135,0.000694,0.000694,0.000694
190,21230.4,0.46161,0.28055,0.85058,0.82625,0.40991,0.48346,0.38759,0.90479,2.09662,1.08204,0.0006445,0.0006445,0.0006445
191,21352.5,0.43233,0.24708,0.8107,0.75485,0.42454,0.48352,0.38867,0.90229,2.09389,1.08019,0.000595,0.000595,0.000595
192,21464,0.42547,0.24027,0.8075,0.80434,0.415,0.48429,0.3892,0.89888,2.09669,1.07642,0.0005455,0.0005455,0.0005455
193,21575.3,0.42082,0.23662,0.8074,0.77798,0.4209,0.48442,0.38984,0.89774,2.10077,1.07698,0.000496,0.000496,0.000496
194,21686.8,0.41535,0.23335,0.80764,0.76831,0.42367,0.48453,0.39023,0.8955,2.10398,1.07599,0.0004465,0.0004465,0.0004465
195,21798,0.41669,0.23416,0.80533,0.76407,0.42369,0.48544,0.39027,0.89592,2.10927,1.07719,0.000397,0.000397,0.000397
196,21909.1,0.40588,0.22751,0.80413,0.78607,0.41863,0.48524,0.39045,0.89658,2.11556,1.0775,0.0003475,0.0003475,0.0003475
197,22020.6,0.40959,0.2309,0.80361,0.77695,0.4193,0.48525,0.39024,0.89632,2.1194,1.07778,0.000298,0.000298,0.000298
198,22132.1,0.41065,0.22956,0.80458,0.77195,0.42066,0.48528,0.39063,0.89701,2.12383,1.08061,0.0002485,0.0002485,0.0002485
199,22243.2,0.39865,0.22607,0.80339,0.77023,0.42109,0.48524,0.39108,0.89625,2.12455,1.08088,0.000199,0.000199,0.000199
200,22355,0.39992,0.22614,0.80024,0.77362,0.4205,0.48604,0.39121,0.89566,2.12906,1.08109,0.0001495,0.0001495,0.0001495
