epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
160,9150.28,0.61317,0.39027,0.88105,0.70206,0.40674,0.44274,0.34601,0.99358,2.20914,1.06125,0.00218312,0.00218312,0.00218312
161,9207.24,0.60654,0.38768,0.87712,0.74969,0.39773,0.44346,0.34626,0.99377,2.21078,1.06169,0.00209073,0.00209073,0.00209073
162,9265,0.60672,0.38162,0.87879,0.72031,0.40217,0.44361,0.34709,0.99259,2.21728,1.06008,0.00200032,0.00200032,0.00200032
163,9323.6,0.59757,0.3754,0.88006,0.72945,0.40149,0.44404,0.34709,0.99072,2.21177,1.06106,0.0019119,0.0019119,0.0019119
164,9382.79,0.59393,0.37838,0.87817,0.69404,0.41121,0.44318,0.34686,0.99101,2.21983,1.06099,0.00182551,0.00182551,0.00182551
165,9442.78,0.59076,0.37329,0.87548,0.71363,0.40518,0.4427,0.3458,0.99184,2.21815,1.06066,0.00174115,0.00174115,0.00174115
166,9500.95,0.59116,0.37131,0.87517,0.72142,0.40601,0.44274,0.34567,0.9915,2.21441,1.06003,0.00165886,0.00165886,0.00165886
167,9558.72,0.58881,0.37478,0.87135,0.71324,0.40717,0.44295,0.34631,0.99078,2.22008,1.05998,0.00157865,0.00157865,0.00157865
168,9615.9,0.59205,0.37588,0.87785,0.70175,0.41365,0.44454,0.34683,0.99083,2.21629,1.06255,0.00150055,0.00150055,0.00150055
169,9672.51,0.58852,0.36942,0.86765,0.71457,0.40895,0.44492,0.34739,0.99047,2.20986,1.06319,0.00142456,0.00142456,0.00142456
170,9730.2,0.58899,0.37125,0.87179,0.71017,0.41028,0.44466,0.34777,0.99,2.20942,1.06288,0.00135072,0.00135072,0.00135072
171,9787.05,0.58022,0.36848,0.87492,0.71771,0.40799,0.44436,0.34783,0.98997,2.21022,1.06194,0.00127904,0.00127904,0.00127904
172,9843.32,0.58657,0.3742,0.87437,0.72265,0.40696,0.44485,0.34818,0.99068,2.21221,1.06278,0.00120953,0.00120953,0.00120953
173,9899.86,0.57988,0.36804,0.87161,0.7244,0.40854,0.44541,0.34877,0.99193,2.21355,1.0649,0.00114221,0.00114221,0.00114221
174,9956.74,0.58722,0.37396,0.87727,0.71793,0.40917,0.44513,0.3489,0.99194,2.20949,1.06498,0.00107711,0.00107711,0.00107711
175,10013.7,0.58018,0.36611,0.87117,0.72552,0.40881,0.44545,0.34949,0.99301,2.20775,1.06585,0.00101423,0.00101423,0.00101423
176,10070.4,0.57096,0.3608,0.86674,0.72716,0.40929,0.44656,0.34997,0.99348,2.20572,1.06693,0.000953593,0.000953593,0.000953593
177,10127.2,0.57607,0.36456,0.87095,0.72812,0.40845,0.44667,0.3502,0.9914,2.20359,1.066,0.000895213,0.000895213,0.000895213
178,10183.5,0.57621,0.36391,0.87213,0.732,0.40603,0.44766,0.35068,0.99136,2.20135,1.06662,0.000839104,0.000839104,0.000839104
179,10239.9,0.57719,0.35967,0.86806,0.72661,0.40822,0.44761,0.35129,0.99089,2.20107,1.06716,0.00078528,0.00078528,0.00078528
